dis	rel	gene
C1844505	disease_gene	FGF3
C0438237	disease_gene	TNFRSF13B
C4020876	disease_gene	RNF113A
C0162835	disease_gene	BLOC1S6
C3854181	disease_gene	KRAS
C0035334	disease_gene	COX15
C0009763	disease_gene	TCF3
C0520739	disease_gene	SPTA1
C4020885	disease_gene	CNGB1
C0557874	disease_gene	PLK4
C2315100	disease_gene	ZIC3
C4020899	disease_gene	PGAM2
C1849172	disease_gene	STIL
C1839764	disease_gene	GATA4
C0376628	disease_gene	FANCG
C0917816	disease_gene	CA2
C0030421	disease_gene	SDHB
C0015923	disease_gene	NLGN4X
C0266174	disease_gene	MYCN
C1848654	disease_gene	SETBP1
C4022878	disease_gene	MFAP5
C0006111	disease_gene	TYMS
C1840077	disease_gene	RBP3
C1862425	disease_gene	FLNB
C0917816	disease_gene	PRKAR1A
C4280637	disease_gene	CAV1
C1843300	disease_gene	SNRPE
C0234133	disease_gene	TREX1
C0235946	disease_gene	STAMBP
C0002395	disease_gene	BACE1
C3279222	disease_gene	GJA1
C0008925	disease_gene	SEMA3E
C1866134	disease_gene	HRAS
C2607929	disease_gene	PRKAR1A
C0398623	disease_gene	FGA
C0030554	disease_gene	HMBS
C0237326	disease_gene	MECP2
C0423250	disease_gene	PEX5
C0042024	disease_gene	SPG7
C0005586	disease_gene	NRXN1
C0268237	disease_gene	COX3
C0038220	disease_gene	GAP43
C0557874	disease_gene	WASHC4
C0014116	disease_gene	FANCB
C1865014	disease_gene	PTCH1
C0018800	disease_gene	PSMB8
C0020597	disease_gene	ANGPTL3
C0008325	disease_gene	GPI
C0240635	disease_gene	NIPBL
C1849367	disease_gene	NRL
C0221260	disease_gene	TP63
C0154835	disease_gene	COX3
C3714756	disease_gene	CTCF
C0027819	disease_gene	ABCB1
C1832324	disease_gene	RAG2
C0036341	disease_gene	ACSL4
C4021254	disease_gene	LRP4
C0162154	disease_gene	DST
C2752013	disease_gene	PC
C0020615	disease_gene	MTO1
C0018781	disease_gene	MIR325
C0270458	disease_gene	MAOA
C0027125	disease_gene	DMPK
C0338656	disease_gene	PEX5
C0431564	disease_gene	TCTN3
C1850573	disease_gene	NEB
C0751830	disease_gene	L1CAM
C0751837	disease_gene	CUL4B
C4280651	disease_gene	COL9A3
C0270612	disease_gene	TCN2
C0015672	disease_gene	MEFV
C0002395	disease_gene	CHRNB2
C0266470	disease_gene	PARN
C0026633	disease_gene	AR
C0026838	disease_gene	WWOX
C0347959	disease_gene	MPC1
C4020847	disease_gene	ORC1
C1849143	disease_gene	SACS
C1854387	disease_gene	NEB
C0013362	disease_gene	TTR
C4021370	disease_gene	UBE2T
C0040822	disease_gene	DNAJC6
C1859477	disease_gene	ATR
C0554972	disease_gene	SLC9A6
C0424688	disease_gene	NF1
C0423867	disease_gene	TINF2
C0042384	disease_gene	KLRC4
C0041696	disease_gene	EHD3
C3164344	disease_gene	LMNB1
C0037921	disease_gene	EGR2
C1855331	disease_gene	ANOS1
C0240278	disease_gene	MAP2K1
C0877056	disease_gene	PROP1
C0162670	disease_gene	COX1
C0751279	disease_gene	PSAP
C1720887	disease_gene	HOXA13
C0235996	disease_gene	TNFRSF13B
C0001973	disease_gene	SRD5A1
C1837770	disease_gene	PARN
C0033975	disease_gene	TDO2
C3553078	disease_gene	VAX1
C1263846	disease_gene	RAI1
C3494422	disease_gene	TGFB3
C4280647	disease_gene	GNAS
C0036341	disease_gene	GHRL
C0025362	disease_gene	CUL4B
C4280495	disease_gene	SOS1
C1142166	disease_gene	CACNB2
C3714745	disease_gene	CAV1
C0175754	disease_gene	CENPF
C1839025	disease_gene	ALG3
C0004352	disease_gene	PLA2G4A
C0011849	disease_gene	PDX1
C0035334	disease_gene	IDH3B
C0030312	disease_gene	IVD
C0020615	disease_gene	BCKDHB
C0011581	disease_gene	PYY
C0233794	disease_gene	SIM1
C0035304	disease_gene	APOB
C0007370	disease_gene	ADORA1
C0232466	disease_gene	DLD
C0339789	disease_gene	NOTCH2
C0424323	disease_gene	DGCR2
C3280770	disease_gene	IMPDH1
C0009404	disease_gene	UNG
C0333068	disease_gene	IDS
C0036341	disease_gene	MAGEL2
C1390474	disease_gene	PDE8B
C0277828	disease_gene	LIG4
C4024780	disease_gene	FANCA
C0282612	disease_gene	CDKN1B
C1866174	disease_gene	PHGDH
C4280597	disease_gene	TCF12
C1853230	disease_gene	BBS4
C0263490	disease_gene	KRT83
C1691215	disease_gene	DKC1
C0038379	disease_gene	BRAF
C0001418	disease_gene	PHB
C0747078	disease_gene	ESR1
C4020849	disease_gene	FGFRL1
C0338503	disease_gene	FGFR1
C4277682	disease_gene	RGN
C0038002	disease_gene	AP3B1
C2267233	disease_gene	PEX1
C1864897	disease_gene	PDHX
C0025990	disease_gene	CD96
C1442988	disease_gene	VAMP7
C0017636	disease_gene	PROM1
C4023006	disease_gene	BMPR1A
C0544886	disease_gene	EWSR1
C3714757	disease_gene	IL2RA
C0424295	disease_gene	ATRX
C0220988	disease_gene	XDH
C1866210	disease_gene	NR3C2
C2315100	disease_gene	TACO1
C4225406	disease_gene	FBLN5
C0266371	disease_gene	NR5A1
C0007102	disease_gene	MSH2
C1837792	disease_gene	BSCL2
C4020873	disease_gene	RNASEH2A
C1853242	disease_gene	DVL1
C0393706	disease_gene	STXBP1
C0008925	disease_gene	PSAT1
C0162298	disease_gene	GLB1
C0017181	disease_gene	FAS
C0009917	disease_gene	CHRND
C0035854	disease_gene	SAT1
C0000737	disease_gene	HLA-B
C1862475	disease_gene	IMPDH1
C1840077	disease_gene	ROM1
C1864985	disease_gene	LMNA
C0920269	disease_gene	SETD2
C1866227	disease_gene	GNAS
C0346153	disease_gene	SLC22A18
C0019209	disease_gene	HBG1
C0424448	disease_gene	ACTA1
C0345967	disease_gene	ICAM2
C1836830	disease_gene	CLN8
C1853242	disease_gene	FLNA
C0004238	disease_gene	CAV2
C1836440	disease_gene	COX15
C0013274	disease_gene	CCDC22
C0438717	disease_gene	ACADM
C4280321	disease_gene	NF1
C0022596	disease_gene	GJB6
C0026837	disease_gene	PLA2G6
C0700208	disease_gene	EP300
C0013386	disease_gene	CCK
C0001418	disease_gene	STK11
C4020897	disease_gene	GPC4
C0035934	disease_gene	CREBBP
C0557874	disease_gene	CHRNA7
C0149516	disease_gene	CD79B
C0221355	disease_gene	FGFR2
C0162298	disease_gene	FBN1
C0497247	disease_gene	MYH11
C0038379	disease_gene	CRYAA
C0023893	disease_gene	S100A10
C0007786	disease_gene	TNFRSF1B
C0019209	disease_gene	GNMT
C4280642	disease_gene	PRKAR1A
C1864897	disease_gene	GAMT
C1858969	disease_gene	CASP10
C0424688	disease_gene	BUB3
C1854301	disease_gene	UBE3A
C1263846	disease_gene	LIG4
C0015625	disease_gene	FANCC
C0740279	disease_gene	ZNF592
C0426817	disease_gene	TRIP11
C0085636	disease_gene	IMPG2
C3277753	disease_gene	EZH2
C0020538	disease_gene	POMC
C1849121	disease_gene	BAZ1B
C1849211	disease_gene	NRAS
C0743359	disease_gene	GTF2IRD1
C2718128	disease_gene	HYDIN
C1866195	disease_gene	PCLO
C1269683	disease_gene	GRIA4
C1860050	disease_gene	FGFR3
C0036341	disease_gene	DROSHA
C1832160	disease_gene	GDNF
C4280612	disease_gene	FGF3
C1853932	disease_gene	DNAJB6
C1853242	disease_gene	SLC6A8
C0206726	disease_gene	MGMT
C0029295	disease_gene	HLA-DQA1
C0023893	disease_gene	CD68
C0854110	disease_gene	EIF2AK3
C4025821	disease_gene	FLRT3
C4280642	disease_gene	RPS6KA3
C0152419	disease_gene	CHD7
C1956346	disease_gene	PDGFD
C1970112	disease_gene	BMS1
C0683322	disease_gene	PEX26
C0018802	disease_gene	TRNW
C1298692	disease_gene	MSX1
C0032927	disease_gene	ALDH4A1
C0266011	disease_gene	DHODH
C0521525	disease_gene	RREB1
C0423903	disease_gene	SDHC
C1859722	disease_gene	VPS33B
C1834523	disease_gene	MYH3
C0029131	disease_gene	TYR
C0234958	disease_gene	ANG
C4072825	disease_gene	AP4E1
C0003811	disease_gene	RPS19
C0037299	disease_gene	TRAF3IP2
C1096367	disease_gene	FLNA
C0338474	disease_gene	NDUFS8
C0020456	disease_gene	INS
C4024601	disease_gene	MYH7
C0036341	disease_gene	VEGFA
C0017671	disease_gene	SDHB
C0011854	disease_gene	PRKCQ
C0029927	disease_gene	INSR
C4024598	disease_gene	ENAM
C0001973	disease_gene	DTNBP1
C0036341	disease_gene	CACNB2
C4015409	disease_gene	MCM9
C0751466	disease_gene	TBL2
C4280651	disease_gene	ACSL4
C0007760	disease_gene	NOS1
C0344516	disease_gene	SALL2
C0240635	disease_gene	ACTA1
C0027092	disease_gene	FLII
C0007528	disease_gene	KRT20
C0018784	disease_gene	FGFR1
C1851808	disease_gene	COL3A1
C3714756	disease_gene	AGTR2
C0149721	disease_gene	ADRB3
C4072823	disease_gene	WASHC5
C0005586	disease_gene	CCL2
C4021882	disease_gene	ABCB4
C0036341	disease_gene	CDC42EP3
C1844519	disease_gene	FLNA
C0006114	disease_gene	LAMA2
C2315100	disease_gene	ALDH18A1
C1858036	disease_gene	NRAS
C0152427	disease_gene	TRIM32
C4280651	disease_gene	PLOD3
C0158113	disease_gene	PHGDH
C3554608	disease_gene	UQCRC2
C3552463	disease_gene	NDUFS3
C0041974	disease_gene	PARN
C4020875	disease_gene	MAG
C0029124	disease_gene	FTL
C1458155	disease_gene	NOTCH4
C0009806	disease_gene	CPOX
C0004352	disease_gene	SEMA5A
C0036341	disease_gene	MAPK3
C1854301	disease_gene	TPM2
C0270834	disease_gene	RELN
C0036420	disease_gene	TNF
C0011581	disease_gene	GABRA3
C0271215	disease_gene	PRPF6
C0036341	disease_gene	IL2RA
C1457883	disease_gene	HSD17B10
C1833382	disease_gene	PDX1
C0237326	disease_gene	LIMK1
C0037199	disease_gene	DNAI1
C0033578	disease_gene	HSD3B2
C1857130	disease_gene	RBM10
C0020224	disease_gene	HIC1
C3714756	disease_gene	CCNA2
C0039685	disease_gene	UFD1L
C1835968	disease_gene	MGR8
C0038379	disease_gene	POMGNT1
C3806286	disease_gene	IKBKAP
C0020619	disease_gene	NPHP1
C0877359	disease_gene	HADHB
C0581342	disease_gene	HPGD
C0240295	disease_gene	PAX9
C3551430	disease_gene	COL5A1
C0409338	disease_gene	PLOD3
C4072832	disease_gene	ALDH6A1
C0023893	disease_gene	PLIN2
C0476273	disease_gene	CPT2
C0452147	disease_gene	SRY
C4280644	disease_gene	PRKAR1A
C1458155	disease_gene	SLC2A10
C0239548	disease_gene	VCP
C2930812	disease_gene	CD96
C0423903	disease_gene	DAG1
C3552853	disease_gene	ELOVL4
C0026827	disease_gene	COG1
C0151811	disease_gene	PSMB8
C4020876	disease_gene	NDUFS8
C0151686	disease_gene	LMNA
C0009375	disease_gene	F5
C0240538	disease_gene	NBN
C0025202	disease_gene	PPP1R14B
C0036341	disease_gene	UFD1L
C0004352	disease_gene	DEL16P11.2
C0302314	disease_gene	LDLR
C0019079	disease_gene	COL3A1
C0033774	disease_gene	PDGFRA
C1846142	disease_gene	PARN
C0424688	disease_gene	ARFGEF2
C4021768	disease_gene	MECP2
C0231246	disease_gene	MMACHC
C0016689	disease_gene	PRKAR1A
C0036341	disease_gene	MIR206
C1833225	disease_gene	RAB7A
C1849089	disease_gene	PEX3
C0162568	disease_gene	AREG
C4020899	disease_gene	COL17A1
C1864696	disease_gene	NDRG1
C0015398	disease_gene	INPP5E
C4020876	disease_gene	BCAP31
C0009081	disease_gene	OFD1
C1857486	disease_gene	CRBN
C4022020	disease_gene	PTEN
C0026650	disease_gene	MICU1
C1837260	disease_gene	IARS2
C1861324	disease_gene	GLI2
C0243050	disease_gene	GDNF
C1318518	disease_gene	CLCN7
C1850135	disease_gene	TCIRG1
C0008925	disease_gene	SMS
C3554018	disease_gene	CACNA1D
C0235527	disease_gene	BMPR2
C0036341	disease_gene	SEMA3A
C1858430	disease_gene	GLB1
C0034069	disease_gene	BMP7
C0009691	disease_gene	GCNT2
C0557874	disease_gene	SLC18A2
C1838571	disease_gene	MFSD8
C1853296	disease_gene	LFNG
C1848570	disease_gene	GTF2IRD1
C0240310	disease_gene	FGFR2
C4020885	disease_gene	CIB2
C0279628	disease_gene	NELL1
C0343073	disease_gene	KANK2
C0221629	disease_gene	STIM1
C0497327	disease_gene	TRNV
C1969913	disease_gene	PTEN
C1835581	disease_gene	ZMPSTE24
C0033687	disease_gene	IL1RN
C1861403	disease_gene	GMPPB
C4280617	disease_gene	SDCCAG8
C0026764	disease_gene	CBX7
C1846707	disease_gene	HMOX1
C4280645	disease_gene	AIP
C0497327	disease_gene	NDP
C0393584	disease_gene	ADCY5
C1834118	disease_gene	COL2A1
C0239479	disease_gene	DNMT3A
C1846439	disease_gene	IDUA
C0232466	disease_gene	CDC6
C1848701	disease_gene	CYP7B1
C0424448	disease_gene	SNCAIP
C0085129	disease_gene	NGF
C0239105	disease_gene	PCNA
C2751824	disease_gene	NR5A1
C0151576	disease_gene	STIM1
C1837098	disease_gene	CASQ1
C0042384	disease_gene	PRTN3
C1836440	disease_gene	MRPL3
C0162674	disease_gene	RYR1
C0231528	disease_gene	HMBS
C0029882	disease_gene	A2ML1
C0018834	disease_gene	NPHS1
C2051831	disease_gene	PPIB
C4020876	disease_gene	ARID1A
C0948163	disease_gene	SQSTM1
C0023893	disease_gene	CHSY1
C0557874	disease_gene	OTX2
C1849039	disease_gene	PCYT1A
C0700208	disease_gene	EXT2
C4225381	disease_gene	CAST
C1857121	disease_gene	PEX14
C0014544	disease_gene	CLDN16
C0011581	disease_gene	CP
C1836195	disease_gene	FIG4
C0013295	disease_gene	PSCA
C0009375	disease_gene	TNFRSF9
C0020538	disease_gene	ACT
C0271623	disease_gene	RAF1
C0740392	disease_gene	ALOX5
C0020619	disease_gene	IMPG2
C0392386	disease_gene	ANKRD26
C0019693	disease_gene	CDC42
C1857130	disease_gene	ERCC6
C0231686	disease_gene	EP300
C0265202	disease_gene	TRAIP
C1834055	disease_gene	ALX1
C0423110	disease_gene	FOXP1
C1864897	disease_gene	CEP152
C1873509	disease_gene	CDSN
C4020876	disease_gene	BUB3
C0221352	disease_gene	FGD1
C0027626	disease_gene	HULC
C0024667	disease_gene	AQP1
C1849295	disease_gene	IPW
C0152421	disease_gene	AIP
C4280808	disease_gene	YAP1
C0027051	disease_gene	TP53
C1836542	disease_gene	GLUL
C1510586	disease_gene	ANKRD11
C0432226	disease_gene	MMP9
C0006663	disease_gene	TIMP1
C1862095	disease_gene	TWIST1
C4280653	disease_gene	DYM
C0231246	disease_gene	FUCA1
C0032285	disease_gene	CCL2
C1853242	disease_gene	RAF1
C0000737	disease_gene	MLH1
C1866555	disease_gene	SDHD
C0238621	disease_gene	BCS1L
C1844505	disease_gene	OBSL1
C4024818	disease_gene	PDE6G
C0033578	disease_gene	AKR1C3
C0032226	disease_gene	CCL2
C0426891	disease_gene	GLI3
C1848490	disease_gene	LMNA
C0266399	disease_gene	FGFR1
C1856912	disease_gene	GDF5
C0020459	disease_gene	TUB
C4025662	disease_gene	KRAS
C0557874	disease_gene	FKTN
C0497247	disease_gene	COX2
C0149925	disease_gene	SLIT2
C1860844	disease_gene	KIF1BP
C0237326	disease_gene	TRH
C0004364	disease_gene	PECAM1
C0025362	disease_gene	LAMA2
C0024636	disease_gene	RPS6KA3
C0476397	disease_gene	PNPLA6
C0027627	disease_gene	IL2
C1843367	disease_gene	IFT172
C1844383	disease_gene	CD79A
C4225193	disease_gene	FRMD4A
C0018777	disease_gene	ERF
C0428977	disease_gene	AGT
C0040028	disease_gene	IFNA2
C1862425	disease_gene	NIPBL
C1386048	disease_gene	CTNND2
C0557874	disease_gene	NHP2
C1691215	disease_gene	FIG4
C0178421	disease_gene	PTEN
C0426421	disease_gene	AVP
C0037199	disease_gene	FMR1
C1860236	disease_gene	HRAS
C1864761	disease_gene	SECISBP2
C0234146	disease_gene	SOX10
C1865841	disease_gene	GPX4
C0040485	disease_gene	PNKD
C4022031	disease_gene	FAM20A
C1832338	disease_gene	NDRG1
C0001624	disease_gene	TSHR
C1864985	disease_gene	ALDH18A1
C0750857	disease_gene	VCP
C0349588	disease_gene	LTBP2
C0023893	disease_gene	PCK1
C0007758	disease_gene	ARSA
C0423112	disease_gene	DCHS1
C0011053	disease_gene	MYH3
C0006625	disease_gene	TRNS1
C0036572	disease_gene	RAB18
C4020873	disease_gene	NDUFS4
C1846142	disease_gene	RTEL1
C4020885	disease_gene	RBP3
C0002896	disease_gene	ALAS2
C1866862	disease_gene	CD3E
C2315100	disease_gene	RRM2B
C0032914	disease_gene	SERPINE1
C0029463	disease_gene	MMP2
C4020876	disease_gene	ITGB6
C0241005	disease_gene	TRNS2
C0085605	disease_gene	FOXRED1
C0007134	disease_gene	KRT8
C1834118	disease_gene	COMT
C4020899	disease_gene	PHYH
C4280663	disease_gene	ETFB
C0151934	disease_gene	FAM134B
C4020855	disease_gene	TRIM2
C4280612	disease_gene	EDA
C0344724	disease_gene	GATA6
C0241961	disease_gene	TSC2
C0041296	disease_gene	TIRAP
C0541764	disease_gene	CDKN1C
C0993582	disease_gene	MMP3
C1857130	disease_gene	GBA
C4280656	disease_gene	PEX26
C0042963	disease_gene	NR3C2
C4020855	disease_gene	SLC26A2
C1861324	disease_gene	PIGL
C0700208	disease_gene	FXN
C0008489	disease_gene	ATXN1
C0080333	disease_gene	KRT14
C0023380	disease_gene	MTRR
C1837256	disease_gene	CYP7A1
C0041696	disease_gene	ADCY5
C0151686	disease_gene	LIG4
C4020874	disease_gene	MKRN3-AS1
C1317785	disease_gene	BBS4
C0085110	disease_gene	LIG4
C1854310	disease_gene	SNRPE
C0917816	disease_gene	HESX1
C0033578	disease_gene	IL2
C1861869	disease_gene	BRAF
C0003873	disease_gene	CP
C0426421	disease_gene	MECP2
C0013720	disease_gene	SLC39A13
C0017601	disease_gene	TMEM98
C3552463	disease_gene	PHKG2
C0234632	disease_gene	GRM6
C0409348	disease_gene	CTDP1
C0273115	disease_gene	ELF3
C3805574	disease_gene	TERC
C0031391	disease_gene	APOL2
C0027497	disease_gene	POMC
C0520966	disease_gene	ELN
C0040261	disease_gene	TNFSF15
C1838457	disease_gene	BRCA2
C0011616	disease_gene	HSPB1
C1292772	disease_gene	CSF3R
C1857652	disease_gene	ERCC8
C0279626	disease_gene	TMEM173
C1854301	disease_gene	DARS2
C0018681	disease_gene	TTR
C3854181	disease_gene	HRAS
C0240635	disease_gene	DCHS1
C1856889	disease_gene	HOXD13
C0332563	disease_gene	NAGA
C0017168	disease_gene	DHCR7
C0339573	disease_gene	ATXN2
C0877359	disease_gene	CYC1
C0023893	disease_gene	BCR
C0345030	disease_gene	LIMK1
C1384666	disease_gene	TTR
C1167713	disease_gene	RPGRIP1L
C1845052	disease_gene	AMELX
C0424711	disease_gene	SIX3
C4023457	disease_gene	POLR1C
C0497247	disease_gene	LMNA
C0018995	disease_gene	BMP6
C1849073	disease_gene	NOTCH3
C1843367	disease_gene	CLCNKB
C0240735	disease_gene	LMNB1
C0423109	disease_gene	ATRX
C1619700	disease_gene	ITGA6
C1860844	disease_gene	TERC
C1848533	disease_gene	APOA1
C0241005	disease_gene	PGAM2
C4020899	disease_gene	PDE6B
C4020875	disease_gene	TG
C0456909	disease_gene	CLRN1
C1836736	disease_gene	MITF
C0494475	disease_gene	ATP6AP2
C4020873	disease_gene	PEX10
C0473133	disease_gene	CD247
C0424810	disease_gene	LIMK1
C1839764	disease_gene	CLRN1
C0014175	disease_gene	VCAN
C0003578	disease_gene	GLUL
C0578038	disease_gene	CD96
C0026846	disease_gene	KCNH2
C0007131	disease_gene	SYP
C4025899	disease_gene	SRY
C0038379	disease_gene	UBE3A
C4082243	disease_gene	ZBTB20
C0700078	disease_gene	RAB7A
C0023893	disease_gene	HMOX1
C0011633	disease_gene	C2
C0001418	disease_gene	PRL
C0017636	disease_gene	MMP9
C2931092	disease_gene	ND1
C0376175	disease_gene	DMPK
C1836830	disease_gene	NDUFV2
C0086437	disease_gene	COL1A2
C0036341	disease_gene	TSNAX
C0028949	disease_gene	SNRPN
C3463824	disease_gene	RPS14
C1857130	disease_gene	CLIP2
C0240310	disease_gene	BGN
C0271215	disease_gene	CLN3
C0029453	disease_gene	HS6ST1
C4025749	disease_gene	HBB
C4015624	disease_gene	CASQ1
C0302501	disease_gene	AP4M1
C0424295	disease_gene	FOXP1
C4021777	disease_gene	DHCR7
C0751783	disease_gene	EPM2A
C0554970	disease_gene	MAK
C4225265	disease_gene	HARS
C0236733	disease_gene	OPRM1
C0014457	disease_gene	CASP10
C4072832	disease_gene	KCNK9
C0015393	disease_gene	SH3PXD2B
C3806482	disease_gene	ALMS1
C0086543	disease_gene	NEK2
C1836623	disease_gene	CYP11A1
C0023893	disease_gene	TYROBP
C0221261	disease_gene	LMX1B
C0024299	disease_gene	IKZF1
C3714756	disease_gene	NECTIN1
C0009917	disease_gene	SNAP25
C3279397	disease_gene	PEX10
C0235946	disease_gene	GLB1
C1837514	disease_gene	NDUFS6
C0005744	disease_gene	RFC2
C0239067	disease_gene	ACTA1
C0748720	disease_gene	BLNK
C0035078	disease_gene	SCNN1G
C4022715	disease_gene	ROR2
C2931277	disease_gene	ERCC2
C0023893	disease_gene	CCDC126
C0010200	disease_gene	PRTN3
C0242422	disease_gene	NR4A2
C1298695	disease_gene	SAG
C0031117	disease_gene	GAN
C4280392	disease_gene	OTX2
C4020899	disease_gene	MAK
C3714756	disease_gene	KCNJ1
C0027404	disease_gene	HLA-DRB1
C0541794	disease_gene	COL6A2
C4020899	disease_gene	ICOS
C0032460	disease_gene	CNTROB
C0036341	disease_gene	PRDX6
C0239998	disease_gene	HLA-DRB1
C0004352	disease_gene	GABBR1
C0221204	disease_gene	TNF
C0011351	disease_gene	ATR
C0023893	disease_gene	ABCG8
C1846223	disease_gene	CYP11A1
C0242339	disease_gene	ABCG5
C0026838	disease_gene	NDUFA10
C0026827	disease_gene	GABRG2
C4020777	disease_gene	ZFPM2
C0024591	disease_gene	CHRNA1
C0006625	disease_gene	COX2
C4280645	disease_gene	GPC4
C1839764	disease_gene	NRL
C3714995	disease_gene	MYPN
C1838163	disease_gene	ACVRL1
C0162871	disease_gene	MMP14
C1136179	disease_gene	MYH8
C1854301	disease_gene	ADAMTS2
C0005941	disease_gene	HOXD11
C1510497	disease_gene	CNBP
C0553720	disease_gene	SPTA1
C0011334	disease_gene	MMP13
C0424688	disease_gene	EFTUD2
C0002871	disease_gene	ABCD4
C3806554	disease_gene	BTD
C3714756	disease_gene	NANS
C2711227	disease_gene	AKT2
C3714756	disease_gene	YAP1
C0221355	disease_gene	AKT3
C1865037	disease_gene	ATR
C4023915	disease_gene	NIPBL
C0034885	disease_gene	PMS2
C0009806	disease_gene	ECE1
C0014175	disease_gene	ELAVL1
C1855676	disease_gene	SPECC1L
C0040412	disease_gene	PTEN
C0032927	disease_gene	MAGED4
C0037199	disease_gene	WIPF1
C0035229	disease_gene	TRH
C4020876	disease_gene	MAD2L2
C0009681	disease_gene	RAF1
C4280808	disease_gene	RPGRIP1L
C0029456	disease_gene	REN
C0038379	disease_gene	POMT2
C1853242	disease_gene	RAB3GAP1
C4020874	disease_gene	CLCNKB
C0000786	disease_gene	COL6A3
C0338480	disease_gene	MEF2D
C0151744	disease_gene	UQCRFS1
C1836996	disease_gene	FBN1
C2315100	disease_gene	HRAS
C1843479	disease_gene	PFKM
C0151889	disease_gene	VRK1
C0041696	disease_gene	MMP8
C0175754	disease_gene	GPC3
C4024890	disease_gene	TERT
C0031117	disease_gene	ATF3
C1843367	disease_gene	PNP
C0039584	disease_gene	TSC22D3
C0038379	disease_gene	TCOF1
C0431718	disease_gene	PKHD1
C0027627	disease_gene	MAPK9
C3161330	disease_gene	NDE1
C0013362	disease_gene	RIT1
C0423903	disease_gene	GUCY2D
C0011570	disease_gene	CHRM2
C0007789	disease_gene	ATP8A2
C0010417	disease_gene	LZTR1
C0151889	disease_gene	DPAGT1
C1840077	disease_gene	POU1F1
C0476397	disease_gene	BEST1
C1843367	disease_gene	NDUFA2
C4023616	disease_gene	ERCC6
C4072830	disease_gene	KRAS
C0266544	disease_gene	NAA10
C0043094	disease_gene	RPS28
C4280663	disease_gene	ZBTB24
C0340364	disease_gene	DCHS1
C0007621	disease_gene	ZEB2
C0004352	disease_gene	GRM8
C1857130	disease_gene	POLR1D
C2315100	disease_gene	NDUFV1
C1856438	disease_gene	DOLK
C0007114	disease_gene	CTLA4
C1842083	disease_gene	SNX10
C1864897	disease_gene	PEX5
C1850438	disease_gene	NTRK1
C0040038	disease_gene	CBS
C0575158	disease_gene	ERCC1
C1834055	disease_gene	TBX1
C1850601	disease_gene	HOXA1
C0003811	disease_gene	RPS26
C0009171	disease_gene	NR4A2
C0151786	disease_gene	SNAP25
C1836550	disease_gene	SDHD
C0424688	disease_gene	MGAT2
C0349506	disease_gene	C4A
C0028754	disease_gene	ADRB1
C1510455	disease_gene	TWIST1
C1835047	disease_gene	CDKN2A
C1858285	disease_gene	GAN
C1384666	disease_gene	RPGR
C3164445	disease_gene	IL12B
C1868577	disease_gene	GDF5
C0029463	disease_gene	PRDX2
C0027627	disease_gene	DAPK1
C0242698	disease_gene	PLAT
C0007758	disease_gene	TUBA1A
C0267048	disease_gene	SOX9
C0432194	disease_gene	INPPL1
